year,global_primary_energy_TW,coal_TW,oil_TW,gas_TW,nuclear_TW,hydro_TW,wind_TW,solar_TW,world_gdp_2011_USD,kardashev_K,energy_observed,gdp_observed,country_n,data_status,dKdt,dKdt_roll10,dKdt_zscore,e_aii_global
1917,1.970228310502283,1.0821803652968036,0.084634703196347,0.0234817351598173,0.0,0.0062442922374429,0.0,0.0,3244941421885.6626,0.629451655522052,False,True,40.0,partial,0.0005903620158235,0.0005785343176296,-0.1273293059759278,0.0035248423142347474
1918,1.997009132420092,1.0956164383561644,0.0902511415525114,0.0245205479452054,0.0,0.0065981735159817,0.0,0.0,3237619941956.048,0.6300380050925076,False,True,40.0,partial,0.0005824440306203,0.0005595761517437,-0.1425663363444859,0.003567782484817191
1919,2.0237899543379,1.109052511415525,0.0958675799086758,0.0255593607305936,0.0,0.0069520547945205,0.0,0.0,3233683011229.636,0.6306165435832927,False,True,40.0,partial,0.0005747356400868,0.0005410795920677,-0.1574000317401981,0.003609586200443902
1920,2.050570776255708,1.1224885844748858,0.1014840182648401,0.0265981735159817,0.0,0.0073059360730593,0.0,0.0,3564985722026.1665,0.6311874763726812,True,True,52.0,complete,0.0005108329246954,0.000523027819623,-0.2803716703655705,0.0036502979880311927
1921,2.0719634703196346,1.1258219178082192,0.1113812785388127,0.0308219178082191,0.0,0.0080707762557077,0.0,0.0,3494210458682.645,0.6316382094326836,False,True,52.0,partial,0.0004484180960263,0.0005054048301743,-0.4004800837397726,0.003819848841904614
1922,2.093356164383561,1.1291552511415524,0.1212785388127853,0.0350456621004566,0.0,0.0088356164383561,0.0,0.0,3715797650164.719,0.632084312564734,False,True,50.0,partial,0.0004438352435243,0.0004881953850628,-0.4092991280996769,0.00398593430407174
1923,2.1147488584474887,1.1324885844748858,0.131175799086758,0.039269406392694,0.0,0.0096004566210045,0.0,0.0,3902172216269.208,0.6325258799197322,False,True,51.0,partial,0.000439345120424,0.0004713849655852,-0.4179397279848141,0.0041486595417219736
1924,2.136141552511416,1.1358219178082192,0.1410730593607306,0.0434931506849315,0.0,0.0103652968036529,0.0,0.0,4177978439109.769,0.632963002805582,False,True,53.0,partial,0.000434944940392,0.0004549597306223,-0.4264072452955952,0.0043081255091975
1925,2.1575342465753424,1.1391552511415526,0.1509703196347032,0.0477168949771689,0.0,0.0111301369863013,0.0,0.0,4389125672035.585,0.6333957698005163,False,True,54.0,partial,0.0004306320276229,0.0004389064772481,-0.4347068292368254,0.004464429156852397
1926,2.1789269406392693,1.1424885844748858,0.1608675799086758,0.0519406392694063,0.0,0.0118949771689497,0.0,0.0,4582082014773.711,0.6338242668608279,False,True,54.0,partial,0.0004264038114122,0.0004376938058611,-0.4428434267617086,0.004617663627608344
1927,2.200319634703196,1.1458219178082192,0.1707648401826484,0.0561643835616438,0.0,0.0126598173515981,0.0,0.0,4698671884768.972,0.6342485774233408,False,True,53.0,partial,0.0004222578210474,0.0004509814316594,-0.4508217924034344,0.004767918442044158
1928,2.2217123287671234,1.1491552511415526,0.180662100456621,0.0603881278538812,0.0,0.0134246575342465,0.0,0.0,4861352558274.555,0.6346687825029228,False,True,53.0,partial,0.0004181916809916,0.0004639595238617,-0.458646497542738,0.004915279672792074
1929,2.2431050228310503,1.1524885844748858,0.1905593607305936,0.0646118721461187,0.0,0.0141894977168949,0.0,0.0,5654440675939.673,0.6350849607853242,False,True,58.0,partial,0.0004142031063451,0.0004766388301272,-0.4663219391426255,0.005059830108954642
1930,2.264497716894977,1.1558219178082192,0.2004566210045662,0.0688356164383561,0.0,0.0149543378995433,0.0,0.0,5458058939984.557,0.6354971887156131,True,True,55.0,complete,0.000498706210825,0.0004890296037388,-0.3037077972679323,0.005201649411202113
1931,2.2952168949771687,1.1725,0.2106963470319634,0.0719406392694063,0.0,0.0156506849315068,0.0,0.0,5274746126337.195,0.6360823732069744,False,True,56.0,partial,0.0005812943540099,0.0005011416318415,-0.144778724594328,0.005303684641205837
1932,2.325936073059361,1.1891780821917808,0.2209360730593607,0.0750456621004566,0.0,0.0163470319634703,0.0,0.0,5018502854988.797,0.6366597774236331,False,True,55.0,partial,0.0005736161655463,0.0005129842617586,-0.1595543004249669,0.00540302466523426
1933,2.3566552511415524,1.2058561643835617,0.2311757990867579,0.0781506849315068,0.0,0.0170433789954337,0.0,0.0,5044728874113.239,0.6372296055380671,False,True,56.0,partial,0.0005661381830794,0.0005245664255377,-0.173944608441304,0.005499774879923923
1934,2.3873744292237444,1.2225342465753424,0.2414155251141552,0.081255707762557,0.0,0.0177397260273972,0.0,0.0,5285216561450.975,0.6377920537897921,False,True,55.0,partial,0.0005588526765084,0.0005358966628626,-0.1879645241173238,0.005594035257210486
1935,2.418093607305936,1.2392123287671233,0.2516552511415525,0.0843607305936073,0.0,0.0184360730593607,0.0,0.0,5630779125948.9,0.638347310891084,False,True,55.0,partial,0.0005517523086493,0.0005469831424594,-0.2016281668143636,0.005685900688902549
1936,2.448812785388128,1.2558904109589042,0.2618949771689497,0.0874657534246575,0.0,0.0191324200913242,0.0,0.0,5983416185986.539,0.6388955584070908,False,True,56.0,partial,0.0005448301105837,0.0005750578912566,-0.2149489472194064,0.0057754613053203775
1937,2.47953196347032,1.2725684931506849,0.272134703196347,0.0905707762557077,0.0,0.0198287671232876,0.0,0.0,6283610123956.656,0.6394369711122515,False,True,55.0,partial,0.0005380794588381,0.0006194205273778,-0.2279396112602351,0.005862802770248791
1938,2.510251141552512,1.2892465753424658,0.2823744292237443,0.093675799086758,0.0,0.0205251141552511,0.0,0.0,6269649368577.917,0.6399717173247671,False,True,57.0,partial,0.0005314940542409,0.0006621875507234,-0.2406122807918539,0.005948006554233115
1939,2.540970319634704,1.3059246575342465,0.2926141552511415,0.0967808219178082,0.0,0.0212214611872146,0.0,0.0,5943149740776.494,0.6404999592207334,False,True,53.0,partial,0.0005250679023133,0.0007034455017119,-0.2529784913317026,0.006031150188050968
1940,2.571689497716895,1.3226027397260274,0.3028538812785388,0.0998858447488584,0.0,0.021917808219178,0.0,0.0,6033654014749.514,0.6410218531293937,True,True,51.0,complete,0.0007794536987968,0.0007432746446775,0.2365506005859416,0.006112307498017581
1941,2.6338356164383563,1.3342123287671233,0.3347146118721461,0.1137785388127853,0.0,0.0235273972602739,0.0,0.0,5616296626636.932,0.6420588666183272,False,True,48.0,partial,0.0010249207152221,0.000781749536996,0.7089167755352846,0.006484612091013009
1942,2.695981735159817,1.3458219178082191,0.3665753424657534,0.1276712328767123,0.0,0.0251369863013698,0.0,0.0,5685375444634.9,0.643071694559838,False,True,48.0,partial,0.0010012863990015,0.0008189395364115,0.6634359133273005,0.0068397524093881095
1943,2.7581278538812786,1.357431506849315,0.3984360730593607,0.1415639269406392,0.0,0.0267465753424657,0.0,0.0,5848654828738.916,0.6440614394163304,False,True,46.0,partial,0.0009787176929648,0.0008549092543584,0.6200056655514296,0.007178888689112526
1944,2.82027397260274,1.369041095890411,0.430296803652968,0.1554566210045662,0.0,0.0283561643835616,0.0,0.0,5921553827789.529,0.6450291299457677,False,True,44.0,partial,0.0009571441061647,0.0008897189619571,0.5784903824591826,0.0075030789006838156
1945,2.8824200913242013,1.3806506849315068,0.4621575342465753,0.1693493150684931,0.0,0.0299657534246575,0.0,0.0,5516514526341.849,0.6459757276286598,False,True,45.0,partial,0.0009365012318345,0.0009234249544238,0.5387661224371603,0.007813289773547824
1946,2.944566210045662,1.3922602739726029,0.4940182648401826,0.1832420091324201,0.0,0.0315753424657534,0.0,0.0,5764995899017.727,0.6469021324094367,False,True,49.0,partial,0.0009167301047387,0.0009839594780912,0.5007194153207483,0.008110406424473183
1947,3.006712328767124,1.4038698630136988,0.5258789954337899,0.197134703196347,0.0,0.0331849315068493,0.0,0.0,5916422135694.958,0.6478091878381373,False,True,51.0,partial,0.0008977766383067,0.0010690214800058,0.4642461792383868,0.008395240791865216
1948,3.068858447488585,1.4154794520547946,0.5577397260273973,0.2110273972602739,0.0,0.0347945205479452,0.0,0.0,6499684837636.34,0.6486976856860502,False,True,53.0,partial,0.0008795911302277,0.0011486780937481,0.4292507691995949,0.00866853904528211
1949,3.131004566210046,1.4270890410958903,0.5896004566210045,0.2249200913242009,0.0,0.0364041095890411,0.0,0.0,6839178858225.641,0.6495683700985928,False,True,54.0,partial,0.0008621278269809,0.0012234410815678,0.3956451390957679,0.00893098811253907
1950,3.193150684931507,1.4386986301369864,0.6214611872146119,0.2388127853881278,0.0,0.0380136986301369,0.0,0.0,8767224010958.15,0.6504219413400121,True,True,146.0,complete,0.0013847989354703,0.0012937582266013,1.4014509531280674,0.009183221444616937
1951,3.337180365296804,1.471107305936073,0.6859931506849315,0.2659817351598174,0.0,0.0420776255707762,0.0,0.0,9334940849935.432,0.6523379679695335,False,True,146.0,partial,0.0018755407343681,0.0013600232068736,2.3458133762715065,0.009614436938734958
1952,3.4812100456621007,1.50351598173516,0.7505251141552511,0.2931506849315068,0.0,0.0461415525114155,0.0,0.0,9831337731891.596,0.6541730228087484,False,True,152.0,partial,0.0017978525364252,0.0014225836678337,2.196313547596159,0.01000997068485631
1953,3.625239726027397,1.535924657534247,0.8150570776255708,0.3203196347031963,0.0,0.0502054794520547,0.0,0.0,10381252161518.973,0.6559336730423839,False,True,152.0,partial,0.0017263475711614,0.0014817478703891,2.058712466100908,0.01037407555822283
1954,3.769269406392694,1.5683333333333334,0.8795890410958904,0.3474885844748858,0.0,0.054269406392694,0.0,0.0,10684681554893.535,0.6576257179510714,False,True,152.0,partial,0.0016603155564995,0.0015377902029219,1.9316432954876972,0.010710354398012926
1955,3.913299086757991,1.60074200913242,0.94412100456621,0.3746575342465753,0.0,0.0583333333333333,0.0,0.0,11398992120516.137,0.659254304155383,False,True,152.0,partial,0.0015991510345571,0.0015909557801966,1.813940918633633,0.011021879630815778
1956,4.057328767123288,1.633150684931507,1.0086529680365297,0.4018264840182648,0.0,0.0623972602739726,0.0,0.0,11951387652483.672,0.6608240200201857,False,True,152.0,partial,0.0015423347143405,0.0016259178863582,1.7046060342721705,0.01131128741527681
1957,4.201358447488584,1.6655593607305936,1.0731849315068491,0.4289954337899543,0.0,0.0664611872146118,0.0,0.0,12402988214360.377,0.6623389735840641,False,True,152.0,partial,0.0014894186638602,0.0016432733613279,1.6027766613371808,0.011580852422116202
1958,4.345388127853881,1.6979680365296803,1.137716894977169,0.4561643835616438,0.0,0.0705251141552511,0.0,0.0,12754499113886.68,0.6638028573479062,False,True,152.0,partial,0.0014400144555556,0.0016591589385144,1.5077053265276683,0.011832547742460215
1959,4.489417808219178,1.7303767123287672,1.2022488584474886,0.4833333333333333,0.0,0.0745890410958904,0.0,0.0,13330790435611.377,0.6652190024951754,False,True,152.0,partial,0.0013937835997281,0.0016737539361401,1.4187406548178092,0.012068093264283706
1960,4.6334474885844745,1.762785388127854,1.2667808219178085,0.5105022831050229,0.0,0.0786529680365296,0.0,0.0,14025367456334.516,0.6665904245473625,True,True,152.0,complete,0.0017344199970861,0.0016872096203053,2.074246695555121,0.0122889950262272
1961,4.862710613607305,1.7795820547945205,1.4246451369863014,0.5523246803652968,0.0005830987214611,0.0839999557077625,0.0,0.0,14545646569216.39,0.6686878424893477,False,True,152.0,partial,0.0020490954840658,0.0017112095802451,2.6797946762965488,0.01260120289409755
1962,5.091973738630137,1.7963787214611873,1.5825094520547944,0.5941470776255708,0.0011661974429223,0.0893469433789954,0.0,0.0,15291081770151.14,0.6706886155154942,False,True,152.0,partial,0.0019567083082896,0.0017208133425246,2.502008766518055,0.012885296810436047
1963,5.321236863652968,1.8131753881278536,1.7403737671232875,0.6359694748858448,0.0017492961643835,0.0946939310502283,0.0,0.0,15991243735722.46,0.6726012591059269,False,True,152.0,partial,0.0018722975474185,0.0017468989503994,2.339572326714753,0.013144910606558648
1964,5.550499988675799,1.8299720547945209,1.8982380821917808,0.6777918721461187,0.0023323948858447,0.1000409187214612,0.0,0.0,17168846684352.207,0.6744332106103312,False,True,152.0,partial,0.0017948723981516,0.0018339822357372,2.190578697604411,0.013383077732896707
1965,5.77976311369863,1.8467687214611872,2.0561023972602737,0.7196142694063927,0.0029154936073059,0.105387906392694,0.0,0.0,18075505373698.355,0.6761910039022302,True,True,152.0,complete,0.0018391506339552,0.0019365585072406,2.275785831274244,0.013602350334117448
1966,6.0410873973744295,1.8675149543378995,2.217627168949772,0.7841112442922374,0.0039307408675799,0.1123078721461187,0.0,0.0,19030818060721.69,0.6781115118782418,True,True,152.0,complete,0.0016383723371357,0.0019528668248545,1.8894167073785664,0.014045811105357749
1967,6.232718116666667,1.837387899543379,2.372022374429224,0.8417874429223744,0.0046810520547945,0.1148107762557077,0.0,0.0,19784467002851.566,0.6794677485765016,True,True,152.0,complete,0.0017502747426076,0.0019196718001507,2.104756886316739,0.014449454725891528
1968,6.548180069406394,1.8645141552511413,2.5696906392694068,0.9183045319634704,0.0059489912100456,0.1209233675799086,0.0,0.0,20870428352946.008,0.6816120613634572,True,True,152.0,complete,0.0023108473089339,0.0019324692157813,3.183498636606959,0.014870350236410654
1969,6.932572689497717,1.9231735159817351,2.790570205479452,1.0083828767123286,0.0070529010273972,0.1280527853881278,0.0,0.0,22012539042756.97,0.6840894431943696,True,True,152.0,complete,0.0024195463147622,0.001854946231718,3.3926743309695744,0.015294187610195345
1970,7.320007734246574,1.9505714611872147,3.0462014840182645,1.0975809360730593,0.0090039566210045,0.1340924315068493,0.0,0.0,23271103735643.46,0.6864511539929816,True,True,153.0,complete,0.0018975031732249,0.0016853800312186,2.3880769495467,0.015655363257385486
1971,7.565619500114155,1.9392301369863008,3.209655707762557,1.175021689497717,0.012523308219178,0.1400961415525114,0.0,0.0,24246398728449.66,0.6878844495408195,True,True,153.0,complete,0.0017171452370274,0.0016122731931161,2.041003889857933,0.016089182819499545
1972,7.922357653652968,1.9598432648401825,3.4629447488584475,1.239921689497717,0.0173715936073059,0.1466471461187214,0.0,0.0,25373866516699.586,0.6898854444670365,True,True,153.0,complete,0.0020846824645963,0.0016153119036149,2.7482767319143644,0.016214961714769605
1973,8.327950683447488,2.018672374429224,3.736322374429224,1.298839383561644,0.0232764360730593,0.1487457762557077,0.0,0.0,28100062467301.54,0.6920538144700121,True,True,167.0,complete,0.0010970677067853,0.0015731317059369,0.8477533448435558,0.016179942924202488
1974,8.332892876826484,2.0201406392694063,3.6792688356164382,1.3310341324200914,0.030433801369863,0.1633826141552511,0.0,0.0,27746656042653.12,0.6920795798806072,True,True,153.0,complete,9.921039315724522e-05,0.0014722151435845,-1.0724803763630495,0.01656211099156878
1975,8.366086537899543,2.059981278538813,3.652570091324201,1.331020091324201,0.0422201141552511,0.1653976484018264,0.0,0.0,28234680865071.81,0.6922522352563266,True,True,153.0,complete,0.001108082252931,0.0012709694361523,0.868949263983319,0.01654852407474252
1976,8.769148888127853,2.1346786529680366,3.888295662100457,1.4102898401826482,0.0493917146118721,0.1647416210045662,0.0,0.0,29537559377263.44,0.6942957443864692,True,True,153.0,complete,0.0016687594421233,0.0010450661174119,1.9478923460197013,0.016659494234955288
1977,9.034363102168951,2.1994762557077627,4.0176187214611865,1.456602511415525,0.0614780593607306,0.1702822374429223,0.0,0.0,30733214214567.24,0.6955897541405733,True,True,153.0,complete,0.0013284727658279,0.0008458040242482,1.2930592934624294,0.01672801941127905
1978,9.32238209200913,2.222316438356164,4.190636187214611,1.5175738584474885,0.0714377168949771,0.1842902168949771,3.424657534246576e-07,0.0,32088474953570.344,0.6969526899181252,True,True,153.0,complete,0.0013016816854098,0.0006519869850504,1.241503689926864,0.016922579716826765
1979,9.592486023972604,2.3254084474885848,4.2440634703196345,1.6116471461187216,0.0742990753424657,0.193514406392694,6.849315068493151e-07,0.0,33220383789585.062,0.698193117511393,True,True,153.0,complete,0.0004070892404401,0.0006488885144183,-0.4800115568989847,0.017339749580732446
1980,9.498798696803656,2.3833085616438354,4.060347602739726,1.6252238584474883,0.0812698858447488,0.1976768607305936,1.1986301369863014e-06,0.0,35105310712726.82,0.6977668683990055,True,True,167.0,complete,-0.0003615300141796,0.0007631722555105,-1.9591094112036,0.017604317324512793
1981,9.43410216015982,2.4152970319634703,3.9143789954337898,1.643364611872146,0.0959761107305936,0.2019296347031963,1.1986301369863014e-06,0.0,35740398961458.39,0.6974700574830338,True,True,167.0,complete,-0.0002754756946094,0.000739280694634,-1.7935101776886604,0.017883178293409834
1982,9.379056889041095,2.4424004566210047,3.797946347031964,1.6517957762557078,0.104129857305936,0.2055831164383561,2.111872146118721e-06,0.0,36196627164434.34,0.6972159170097866,True,True,167.0,complete,0.0001465120726189,0.0006835927886486,-0.9814550576811344,0.018058162395696017
1983,9.497970498281964,2.5172343607305936,3.778245433789954,1.6785190639269405,0.1180151484018264,0.2143571803652968,3.743715753424658e-06,3.424657534246576e-07,37212432698472.73,0.6977630816282717,True,True,167.0,complete,0.001066083000464,0.0006899727669902,0.7881277078840013,0.018161191257804618
1984,9.851011591742807,2.6265342465753423,3.8383105022831048,1.81537397260274,0.1432155821917808,0.2216179680365296,5.109081735159818e-06,7.204464611872146e-07,38795331361618.99,0.6993480830107147,True,True,167.0,complete,0.0012420478040796,0.0006702353706436,1.126746812071855,0.018766603854790204
1985,10.057076933639271,2.7393536529680365,3.845283561643836,1.856417579908676,0.1699682191780822,0.2259410616438356,7.331073630136987e-06,1.3410359589041096e-06,40098894653779.75,0.7002471772364309,True,True,168.0,complete,0.0008691666441656,0.0006975702469877,0.4091903363207811,0.018835840402828544
1986,10.25331176828288,2.7698422374429224,3.962383219178082,1.874555593607306,0.1820474543378995,0.2290037671232876,1.584832420091324e-05,1.7333148401826485e-06,41482688664595.22,0.701086416299046,True,True,168.0,complete,0.0011118803822697,0.0007724469121517,0.8762582208193176,0.018720365975744963
1987,10.585451337876714,2.879964383561644,4.053446917808219,1.9728188356164384,0.198028904109589,0.2320995890410958,2.2303284246575343e-05,1.2103915525114154e-06,42930313200450.56,0.7024709380009705,True,True,168.0,complete,0.001392272549243,0.0008257552114813,1.4158328542172127,0.01898847601948709
1988,10.932251493808106,2.9661050228310506,4.182869634703197,2.064936529680365,0.2158960388127853,0.2395375456621004,3.785157534246575e-05,1.1639222602739724e-06,44671815935247.14,0.7038709613975321,True,True,168.0,complete,0.0011043077219438,0.0008370132543504,0.8616857188007703,0.019204130752045898
1989,11.137700479445206,2.99441198630137,4.248366210045663,2.156238356164384,0.2220331735159817,0.2383090182648402,0.0003024859246575,2.99341598173516e-05,46016341267839.7,0.7046795534448582,True,True,168.0,complete,0.0006804380038811,0.0007687239201939,0.0460090535038672,0.01954132432683631
1990,11.28024088819178,2.9599214611872147,4.327262100456621,2.223875570776256,0.2283785388127854,0.2464180365296803,0.0004146655936073,4.432077168949772e-05,46715156894540.73,0.7052318374052945,True,True,169.0,complete,0.0003872366374608,0.0007111847260932,-0.5182150527033135,0.019838136659021417
1991,11.338099585600457,2.9322747716894977,4.323839269406393,2.280004337899544,0.2393047716894977,0.2521169178082191,0.0004664505707762,5.767384246575343e-05,47192014400922.56,0.70545402671978,True,True,168.0,complete,0.0002576072986861,0.0007225833758375,-0.7676681800927859,0.020164818426149457
1992,11.414858177636988,2.920582191780822,4.384106506849316,2.2903518264840184,0.2411213470319634,0.2520907191780822,0.0005402753424657,5.326245433789954e-05,47778114919292.38,0.7057470520026667,True,True,168.0,complete,0.0002590925013101,0.0006920014093167,-0.7648101200048565,0.020124760602882145
1993,11.474192118321918,2.9347981735159814,4.366009360730593,2.313411187214612,0.2494251826484018,0.2672740410958904,0.0006511608447488,6.35476598173516e-05,48709321632528.55,0.7059722117224003,True,True,169.0,complete,0.0003831896588993,0.0005865610384985,-0.5260028842867926,0.02027165075468053
1994,11.618078677956625,2.9469392694063923,4.459837442922375,2.3275813926940643,0.2541071689497717,0.2689389840182648,0.0008141244292237,6.814873287671233e-05,50046959415147.5,0.7065134313204654,True,True,169.0,complete,0.0006666558630728,0.0005224926303478,0.0194872941609973,0.02017837901262888
1995,11.83192027006393,2.9679471461187217,4.528124429223745,2.4091885844748857,0.2651289726027397,0.283491894977169,0.0009443062785388,7.293182191780822e-05,51854384806948.2,0.707305523448546,True,True,169.0,complete,0.0009831531416081,0.0005407760573893,0.628541052261891,0.020479698077663602
1996,12.156187105703196,3.038525342465753,4.6320353881278535,2.529595205479452,0.2747277397260274,0.2873076484018265,0.0010520092465753,7.982077168949772e-05,53971480867836.15,0.7084797376036818,True,True,169.0,complete,0.0008060607170622,0.0005759114199968,0.2877520028267274,0.02080607713063516
1997,12.27938026847032,3.032334703196347,4.754804337899544,2.5148850456621004,0.2728383789954338,0.292392203196347,0.0013730840182648,8.557714611872146e-05,56142944592630.04,0.7089176448826706,True,True,169.0,complete,0.0003378688410604,0.0006145755578128,-0.613216318009531,0.020575819193329598
1998,12.346809654337898,3.01323801369863,4.770390068493151,2.5609589041095893,0.2775336529680365,0.2946270890410959,0.001818408675799,9.267716894977167e-05,57448919778540.96,0.7091554752858027,True,True,169.0,complete,0.0004636236404374,0.0007042171192214,-0.3712191876890962,0.020786611802358804
1999,12.54437191962329,3.026119520547945,4.844267694063928,2.63377899543379,0.2880942465753424,0.2968571689497717,0.0024231618721461,0.0001033433675799,59628765673016.84,0.7098448921635455,True,True,169.0,complete,0.0008632722742958,0.0008323102801274,0.3978474643142456,0.020990071472849488
2000,12.84754650332192,3.1342891552511416,4.910574200913242,2.739070547945205,0.2945967465753424,0.3021325799086758,0.0035855648401826,0.0001207912214611,62796055415774.86,0.7108820198343944,True,True,169.0,complete,0.0007385902635356,0.0009246149724645,0.1579147622939576,0.021260187596169655
2001,12.978387201643834,3.182656621004566,4.954146118721461,2.7758940639269403,0.3029151369863013,0.2943617579908675,0.004381279109589,0.0001623300684931,64760587194602.95,0.7113220726906169,True,True,169.0,complete,0.0006442486768464,0.0009453264756046,-0.0236321318347853,0.021302365102506382
2002,13.234427887511416,3.3084722602739727,4.988252283105022,2.859809132420091,0.3077562557077626,0.2997882762557077,0.005979656392694,0.000205138652968,67072928019096.65,0.7121705171880872,True,True,169.0,complete,0.0011555081153955,0.0009834672547618,0.9602135550978348,0.02151317110235293
2003,13.687712960490868,3.598127168949772,5.092566552511416,2.93695593607306,0.3015206164383561,0.2994216438356164,0.0072242705479452,0.0002571351484018,69971417637124.88,0.713633088921408,True,True,169.0,complete,0.0016641212679601,0.0010338248923756,1.9389668430330056,0.021382827867788036
2004,14.288531521541096,3.8480562785388126,5.298308675799087,3.057262557077625,0.3152236415525114,0.3215217808219178,0.0097737888127853,0.0003388251940639,74015814861564.12,0.7154987597240074,True,True,169.0,complete,0.0015897027864438,0.0009702188242836,1.795759116099583,0.02145427959301006
2005,14.727361423219175,4.132528881278539,5.367224543378995,3.132331621004566,0.3160508561643835,0.3323350913242009,0.0119437511415525,0.0004774095205479,77968730835801.47,0.7168124944942956,True,True,169.0,complete,0.0011902681730087,0.0009409648179379,1.0271043157991735,0.0214136590434676
2006,15.09360431857306,4.347835616438356,5.415177283105023,3.215948515981735,0.3199897945205479,0.3450036986301369,0.0152400479452054,0.0006569726826484,82618841699035.31,0.717879296070025,True,True,169.0,complete,0.0011874685086339,0.0010077433913654,1.0217167620205034,0.02153891353812373
2007,15.555154000833332,4.593801712328768,5.489442922374429,3.349119292237443,0.3134666438356164,0.3507317351598173,0.0195781506849315,0.0008910510616438,87408786989821.05,0.7191874315115635,True,True,169.0,complete,0.0008414452171984,0.0010183876163209,0.355844413877344,0.021774712690815184
2008,15.689961034931509,4.657151255707762,5.444366666666667,3.430450456621005,0.3124948173515982,0.3711864155251141,0.0252753915525114,0.0014475566210045,90277694082646.78,0.7195621865044218,True,True,169.0,complete,-0.0001724370404821,0.0009598005216784,-1.5952270208276798,0.022219538601187017
2009,15.432119381278538,4.59121095890411,5.323512557077626,3.356575913242009,0.3080729452054794,0.3705860388127854,0.0315978687214611,0.0024040262557077,90134685455902.05,0.7188425574305992,True,True,169.0,complete,0.0005707322108384,0.000838687473594,-0.1651040588973116,0.02233673914213114
2010,16.107810408904108,4.796348858447489,5.501431849315068,3.606492123287671,0.3160119406392694,0.3915653538812785,0.0395444132420091,0.0038722821917808,95439312780609.12,0.7207036509260988,True,True,169.0,complete,0.0014063759978114,0.0007058372735112,1.442972924401953,0.02301653307298452
2011,16.464672413242006,5.020930365296803,5.545464954337899,3.692909246575342,0.3027883904109589,0.3986959132420091,0.0503340753424657,0.0075049646118721,99528621997012.2,0.721655309426222,True,True,169.0,complete,0.0007506909264014,0.0006162599969708,0.1812007577629226,0.02333252151473647
2012,16.674404310502283,5.034096347031964,5.634955479452055,3.795255479452055,0.282025399543379,0.4156888127853881,0.0605948458904109,0.0115885810502283,102883604981641.8,0.7222050327789017,True,True,169.0,complete,0.0005696371689697,0.0005571936592584,-0.1672113103988684,0.023899731085188124
2013,16.90230124086758,5.107929794520548,5.698951141552511,3.850829452054795,0.2842775684931506,0.4324194063926941,0.0725858904109589,0.015823,106221801332027.4,0.7227945837641615,True,True,169.0,complete,0.0004529907871163,0.0005621689551953,-0.391680593564524,0.024292549353186785
2014,17.025902558219176,5.126982876712329,5.746163812785388,3.878579337899544,0.2900827397260274,0.4439580479452055,0.0806209543378995,0.0225221974885844,109801891452695.42,0.7231110143531343,True,True,169.0,complete,0.0002612007856159,0.0006447359723367,-0.760753028311992,0.024635541074489342
2015,17.106842359589038,4.98805296803653,5.855482876712329,3.9703245433789953,0.2939886529680365,0.4428271118721461,0.0949488584474885,0.0292846461187214,113181872475007.56,0.7233169853353933,True,True,169.0,complete,0.0002944954076045,0.0005172397988653,-0.6966822889344694,0.025402462399853352
2016,17.258380973744295,4.882171689497717,5.971976712328767,4.062098630136986,0.2983625799086757,0.4584422716894977,0.1098931849315068,0.0374446084474885,116773716558881.69,0.7237000051683434,True,True,169.0,complete,0.0005968051315107,0.0003898248296455,-0.1149304511063661,0.026164998114612585
2017,17.583525515981734,4.934513698630137,6.080289041095891,4.17843093607306,0.3010276255707762,0.4644312785388128,0.1304259589041096,0.0509000627853881,121064678548527.77,0.7245105955984149,True,True,169.0,complete,0.0008911981765669,0.0004469338635641,0.4515868702430015,0.026993789226478403
2018,17.981421244292235,5.011110730593607,6.140729452054795,4.374093607305936,0.3082447945205479,0.4781501940639269,0.1451127739726027,0.0657047374429223,125521105965724.23,0.7254824015214772,True,True,169.0,complete,0.0006532331309317,0.0004539770214929,-0.0063428345918433,0.027952685073582704
2019,18.120518424657533,4.980321118721461,6.164071461187215,4.458125570776256,0.3191504337899543,0.4843180365296803,0.1623583789954338,0.0806537785388127,129095213571496.08,0.7258170618602785,True,True,169.0,complete,-0.0007042295238757,0.0004814492342824,-2.6185856166411408,0.02880736838172039
2020,17.407621084474886,4.830630593607306,5.60516506849315,4.418270205479452,0.3069640410958904,0.4976173972602739,0.1821651369863013,0.0978631735159817,125337601605794.14,0.7240739424737257,True,True,169.0,complete,0.0001322263056136,0.0005364570424113,-1.008945973629062,0.03046878195016989
2021,18.23119535388128,5.096137442922374,5.918586757990868,4.591978767123288,0.3199486872146119,0.4901445205479452,0.2123982990867579,0.1201816210045662,133130659769527.6,0.7260815144715057,True,True,169.0,complete,0.0013217812655881,0.000563341668501,1.2801824580366223,0.031058905579777717
2022,18.500141495433787,5.128644520547945,6.114396118721461,4.573019634703196,0.3058693493150685,0.4948392694063927,0.2408827397260274,0.1509870433789954,137100333666525.52,0.726717505004902,True,True,169.0,complete,0.0006400687482568,0.0005591587356247,-0.0316758067372328,0.03179624615291597
2023,18.776581198630137,5.173411643835617,6.260123744292238,4.583472602739726,0.3125140753424658,0.4863873287671232,0.2651524429223744,0.1884587442922374,137100333666525.52,0.7273616519680195,True,False,169.0,partial,0.0007277129150114,0.0005117245297759,0.1369828603594019,0.03264816466358331
